Model,Features,Constraints,UVL2Logic Time (s),Variables,Clauses,fastOrder Time (s),Logic2BDD Time (s),BDD Nodes,Configurations,Info
security-CVE-VarelaVaca2020-2014-9308,108,1,1.7714e-06,108,16,1.7042,1.7372,202,744,
systems_software-soletta-Pett2023-2016-04-25_12-06-04,394,1550,1.5205e-05,394,1944,0.0931,6.0476,73265,1.34e41,
systems_software-BusyBox-Pett2021-2007-08-12_21-05-49,460,487,1.8030e-06,460,947,0.049,0.0902,30841,1.41e106,
security-CVE-VarelaVaca2020-2019-15780,151,1,1.6280e-06,151,15,5.5902,5.5977,287,552,
security-CVE-VarelaVaca2020-2016-1956,350,1107,1.5292e-06,350,1138,0.3772,1.3463,2108,10376,
systems_software-vrc4375-Knüppel2017,1271,870,1.3523e-06,1271,2124,0.7767,Timeout,,,
security-CVE-VarelaVaca2020-2011-3652,297,256,2.0247e-06,297,274,0.1266,0.2678,1066,1232,
systems_software-BusyBox-Pett2021-2008-08-19_11-28-52,548,602,1.4603e-06,548,1150,0.0508,0.1021,39451,9.53e124,
systems_software-olpch2294-Berger2013,1262,3851,1.7695e-06,1262,5113,0.7329,Timeout,,,
security-CVE-VarelaVaca2020-2016-5263,363,883,1.8533e-06,363,907,0.3027,1.2538,2131,5816,
systems_software-BusyBox-Pett2021-2008-02-19_23-42-22,547,579,1.7863e-06,547,1126,0.0576,0.1476,51718,1.22e127,
systems_software-m5272c3-Berger2013,1324,3297,1.9930e-06,1324,4621,0.58,Timeout,,,
systems_software-soletta-Pett2023-2015-11-03_18-43-35,297,961,1.6782e-06,297,1258,0.0515,0.0643,7486,5.09e34,
security-CVE-VarelaVaca2020-2014-8758,128,1,1.1008e-06,128,15,3.2811,3.3143,241,460,
security-CVE-VarelaVaca2020-2014-5205,198,176,2.1402e-06,198,190,12.1048,12.1578,669,1264,
security-CVE-VarelaVaca2020-2016-5294,645,1693,1.8608e-06,645,1723,0.7978,2.2699,4121,11924,
security-CVE-VarelaVaca2020-2020-14959,184,1,1.3765e-06,184,15,10.9896,11.158,353,684,
security-CVE-VarelaVaca2020-2016-5250,350,881,1.9781e-06,350,899,97.9381,98.1771,1272,5788,
systems_software-sam7ex256-Knüppel2017,1345,935,1.8664e-06,1345,2263,0.8881,Timeout,,,
systems_software-uClibc-Pett2023-2015-03-26_00-50-17,250,1441,1.8235e-06,250,1691,0.0911,0.1426,14164,3.52e29,
systems_software-BusyBox-Pett2021-2008-08-28_22-42-52,548,602,1.5646e-06,548,1150,0.053,0.0869,8890,9.53e124,
systems_software-uClibc-Pett2023-2008-06-07_15-19-18,229,1701,1.8552e-06,229,1930,0.0896,0.1484,8943,4.79e23,
security-CVE-VarelaVaca2020-2012-3985,443,524,2.0303e-06,443,565,0.2254,0.4043,2275,2064,
security-CVE-VarelaVaca2020-2012-0782,111,88,1.6838e-06,111,103,1.3907,1.4107,414,772,
systems_software-Fiasco-Pett2023-2020-10-13_11-46-17,253,1540,1.6782e-06,253,1793,0.1064,1.9678,13468,2.28e8,
security-CVE-VarelaVaca2020-2014-1534,262,438,2.0899e-06,262,454,32.959,33.2716,907,1056,
security-CVE-VarelaVaca2020-2010-3773,192,164,1.4156e-06,192,182,0.0744,0.138,666,712,
security-CVE-VarelaVaca2020-2013-1705,311,452,1.6987e-06,311,472,0.1664,0.458,1122,1524,
systems_software-Linux-Berger2013-2.6.28.6-icse11,6889,343944,1.6354e-06,6889,350833,Timeout,,,,
security-CVE-VarelaVaca2020-2020-12411,478,1259,1.9930e-06,478,1277,307.4849,309.8377,2802,9012,
systems_software-uClibc-Pett2023-2015-02-20_11-30-20,247,1436,2.0955e-06,247,1683,0.0925,0.1381,25824,1.29e29,
systems_software-BusyBox-Pett2021-2008-07-19_22-57-00,555,610,1.7025e-06,555,1165,0.0525,0.1424,66483,3.18e126,
security-CVE-VarelaVaca2020-2009-3070,116,95,1.6391e-06,116,109,1.8556,1.8808,278,420,
systems_software-BusyBox-Pett2021-2008-02-04_13-12-16,495,527,1.4957e-06,495,1022,0.0523,0.1376,89723,7.62e112,
systems_software-ocelot-Knüppel2017,1279,872,1.9316e-06,1279,2134,0.8735,Timeout,,,
security-CVE-VarelaVaca2020-2011-0085,306,264,1.5926e-06,306,286,0.1141,0.2118,1132,1212,
systems_software-ebsa285-Knüppel2017,1258,895,1.8105e-06,1258,2136,0.7463,Timeout,,,
systems_software-uClibc-Pett2023-2019-11-08_03-03-43,234,1562,2.7977e-06,234,1796,0.0961,0.1749,15821,3.07e25,
systems_software-Fiasco-Pett2023-2018-11-01_09-46-44,236,1284,1.5181e-06,236,1520,0.0803,0.5111,10686,9.76e7,
security-CVE-VarelaVaca2020-2019-16523,167,146,1.5534e-06,167,162,6.8151,7.1156,537,616,
security-CVE-VarelaVaca2020-2015-4488,343,552,1.8068e-06,343,584,0.2984,0.9739,1189,1312,
security-CVE-VarelaVaca2020-2020-28037,546,522,1.7434e-06,546,536,505.0568,513.5592,1674,3060,
security-CVE-VarelaVaca2020-2019-15109,120,1,1.6466e-06,120,15,2.8239,2.8444,225,428,
systems_software-integrator_arm7-Knüppel2017,1272,904,1.8142e-06,1272,2159,0.6514,Timeout,,,
security-CVE-VarelaVaca2020-2014-1493,590,672,1.6969e-06,590,740,0.4114,0.9111,4147,2792,
systems_software-uE250-Knüppel2017,1262,900,1.8850e-06,1262,2145,0.5336,Timeout,,,
security-CVE-VarelaVaca2020-2011-0061,180,133,2.3078e-06,180,153,0.0593,0.0888,594,712,
security-CVE-VarelaVaca2020-2014-0165,125,103,2.0564e-06,125,117,2.3306,2.4703,481,932,
security-CVE-VarelaVaca2020-2008-4068,180,138,1.5479e-06,180,169,0.0577,0.0738,854,624,
security-CVE-VarelaVaca2020-2014-8639,573,733,1.7006e-06,573,759,0.4445,1.2913,3166,2928,
systems_software-uClibc-Pett2023-2011-03-05_18-10-15,256,1817,1.7919e-06,256,2073,0.0954,0.1662,10187,9.34e26,
systems_software-uClibc-Pett2023-2016-01-03_19-22-22,234,1097,1.5944e-06,234,1331,0.065,0.0953,722,4.68e19,
security-CVE-VarelaVaca2020-2013-0768,534,580,1.9334e-06,534,641,0.3138,0.5147,3992,2424,
security-CVE-VarelaVaca2020-2016-2799,392,836,1.7360e-06,392,871,0.346,1.2828,2255,5888,
security-CVE-VarelaVaca2020-2014-1537,262,438,2.9933e-06,262,454,37.5008,37.0766,799,1056,
systems_software-uClibc-Pett2023-2009-10-28_20-12-54,245,1738,1.7136e-06,245,1983,0.0906,0.1734,10310,4.19e25,
security-CVE-VarelaVaca2020-2013-0757,520,576,1.5739e-06,520,629,0.279,0.5177,3125,4792,
security-CVE-VarelaVaca2020-2012-4191,428,520,1.7565e-06,428,550,0.2008,0.4097,2246,2100,
security-CVE-VarelaVaca2020-2010-1202,142,95,1.6578e-06,142,115,0.0437,0.055,453,540,
security-CVE-VarelaVaca2020-2020-7107,157,1,2.0191e-06,157,15,6.7038,6.7488,299,576,
security-CVE-VarelaVaca2020-2011-0083,306,264,1.4640e-06,306,286,0.1163,0.2143,1122,1212,
systems_software-BusyBox-Pett2021-2007-05-21_23-30-54,439,463,1.5534e-06,439,902,0.0487,0.1213,47364,2.91e101,
security-CVE-VarelaVaca2020-2016-1962,359,833,1.6503e-06,359,860,0.3395,1.265,2117,5788,
security-CVE-VarelaVaca2020-2015-9431,104,83,1.4398e-06,104,99,1.1632,1.1979,264,360,
security-CVE-VarelaVaca2020-2012-3982,488,532,1.8012e-06,488,593,0.2498,0.429,3463,2164,
security-CVE-VarelaVaca2020-2019-17025,479,1234,1.2442e-06,479,1258,0.6002,3.7328,2777,8988,
systems_software-soletta-Pett2023-2016-02-03_11-32-49,343,1122,1.7826e-06,343,1465,0.0573,0.0804,16771,2.25e39,
security-CVE-VarelaVaca2020-2012-1951,165,87,1.5479e-06,165,111,0.0487,0.0637,646,716,
security-CVE-VarelaVaca2020-2013-1735,502,608,2.0321e-06,502,636,0.2935,0.6405,2505,2552,
security-CVE-VarelaVaca2020-2015-4480,336,550,1.4678e-06,336,577,0.2466,0.9681,1173,1304,
systems_software-BusyBox-Pett2021-2009-06-19_13-45-01,585,637,1.8403e-06,585,1222,0.0645,1.2078,2749,1.42e132,
systems_software-uClibc-Oh2020-ng_1_0_29,270,1403,1.6931e-06,270,1673,0.1018,0.3563,196178,1.37e54,
security-CVE-VarelaVaca2020-2014-1576,284,468,1.6131e-06,284,488,0.1877,0.6468,1158,1128,
systems_software-cq7708-Berger2013,1239,49770,1.9837e-06,1239,51009,64.4118,Timeout,,,
systems_software-uClibc-Pett2023-2015-10-22_03-52-27,244,1158,2.6375e-06,244,1402,0.0585,0.0947,2666,1.40e20,
security-CVE-VarelaVaca2020-2020-12406,898,1646,1.5516e-06,898,1672,1.3467,5.8074,4986,11200,
security-CVE-VarelaVaca2020-2018-20964,170,1,1.6298e-06,170,15,9.1467,9.2542,325,628,
systems_software-uClibc-Pett2023-2009-03-14_11-30-56,239,1734,1.4938e-06,239,1973,0.1019,0.1639,13429,6.29e24,
systems_software-pc_i82559-Berger2013,1260,3179,1.3877e-06,1260,4439,0.474,Timeout,,,
security-CVE-VarelaVaca2020-2008-1233,154,121,7.4245e-06,154,143,0.0466,0.0641,581,556,
security-CVE-VarelaVaca2020-2009-0352,112,78,1.1623e-06,112,98,0.0351,0.05,389,396,
security-CVE-VarelaVaca2020-2019-15328,183,1,1.7174e-06,183,15,11.2086,11.4795,351,680,
systems_software-snds-Berger2013,1219,3748,2.0172e-06,1219,4967,0.7073,Timeout,,,
systems_software-uCLinux_distribution-Knüppel2017,1580,197,1.4044e-06,1580,1744,0.143,29.6072,49136,4.07e409,
security-CVE-VarelaVaca2020-2011-3841,145,1,1.6950e-06,145,15,4.9132,4.9949,275,528,
systems_software-soletta-Pett2023-2015-10-29_11-22-17,294,939,2.0489e-06,294,1233,0.0498,0.0819,14880,5.09e34,
security-CVE-VarelaVaca2020-2012-0444,399,310,1.5721e-06,399,357,0.173,0.2726,2045,1620,
security-CVE-VarelaVaca2020-2015-7176,327,551,1.4696e-06,327,569,0.2532,0.9393,1354,1308,
systems_software-soletta-Pett2023-2015-09-16_13-53-00,268,833,1.4994e-06,268,1101,0.0491,0.0632,6343,4.61e31,
security-CVE-VarelaVaca2020-2018-0576,161,140,1.4976e-06,161,156,5.921,6.0209,516,592,
systems_software-uClibc-Pett2023-2015-10-16_19-27-26,242,1051,1.4789e-06,242,1293,0.0717,0.0686,855,1.40e20,
security-CVE-VarelaVaca2020-2010-3772,192,164,1.6671e-06,192,182,0.0746,0.1223,780,712,
security-CVE-VarelaVaca2020-2011-0071,315,504,1.3150e-06,315,536,0.1464,0.2137,1284,1192,
security-CVE-VarelaVaca2020-2014-1511,591,672,1.4957e-06,591,741,0.4537,0.9243,3981,2792,
security-CVE-VarelaVaca2020-2014-1540,262,438,1.7397e-06,262,454,33.2122,32.6549,801,1056,
security-CVE-VarelaVaca2020-2015-0829,308,498,1.5218e-06,308,526,0.242,0.7087,1257,1188,
systems_software-sam7ex256-Berger2013,1333,3989,1.6522e-06,1333,5322,0.7814,Timeout,,,
systems_software-BusyBox-Pett2021-2008-07-04_10-25-44,554,611,2.0973e-06,554,1165,0.0539,0.0963,30713,2.50e126,
systems_software-uCLinux_base-Knüppel2017,380,3455,1.8477e-06,380,3607,0.8437,1.0058,605,2.62e22,
systems_software-nano-Berger2013,1266,3870,1.5683e-06,1266,5136,0.7524,Timeout,,,
security-CVE-VarelaVaca2020-2016-5277,360,894,1.1325e-06,360,914,0.3388,1.3289,1806,5820,
systems_software-uClibc-Pett2023-2009-10-17_14-45-31,242,1728,1.6075e-06,242,1970,0.0899,0.1592,9011,5.45e25,
systems_software-BusyBox-Pett2021-2008-11-06_23-41-38,2,0,1.6708e-06,2,2,0.0063,0.0197,2,2,
security-CVE-VarelaVaca2020-2015-4503,318,550,1.5441e-06,318,566,71.7463,72.3575,1174,1280,
systems_software-soletta-Pett2023-2016-05-11_18-21-25,424,1655,1.5907e-06,424,2079,0.0966,3.5488,78707,6.71e43,
security-CVE-VarelaVaca2020-2014-1542,275,441,1.5069e-06,275,467,0.2077,0.5605,1048,1068,
systems_software-sa1100mm-Berger2013,1223,3760,1.5311e-06,1223,4983,0.7975,Timeout,,,
systems_software-Fiasco-Berger2013,1639,5228,1.4994e-06,1639,6867,0.5638,Timeout,,,
security-CVE-VarelaVaca2020-2012-1948,165,87,1.7248e-06,165,111,0.047,0.0638,646,716,
security-CVE-VarelaVaca2020-2015-2729,499,678,2.0806e-06,499,704,0.4442,1.1938,1988,2288,
security-CVE-VarelaVaca2020-2017-6819,435,413,1.7285e-06,435,427,237.0012,234.0283,1317,2444,
systems_software-BusyBox-Pett2021-2007-06-08_13-05-39,445,468,2.1327e-06,445,913,0.0502,0.2555,143512,1.04e103,
security-CVE-VarelaVaca2020-2016-5261,350,881,1.8980e-06,350,899,99.4813,99.7444,1243,5788,
security-CVE-VarelaVaca2020-2013-0752,518,576,1.3504e-06,518,628,0.3107,0.5018,3382,2396,
security-CVE-VarelaVaca2020-2015-2743,336,521,1.1809e-06,336,552,0.2627,0.8262,1796,1288,
systems_software-Linux-Berger2013-2.6.33.3-2var,62483,273799,2.1160e-06,62483,336282,Timeout,,,,
security-CVE-VarelaVaca2020-2019-17207,143,1,1.6782e-06,143,15,4.6598,4.7402,271,520,
systems_software-BusyBox-Pett2021-2008-10-12_11-20-08,557,577,1.5311e-06,557,1134,0.0574,0.1332,75519,1.71e127,
security-CVE-VarelaVaca2020-2015-7180,327,551,1.7323e-06,327,569,0.2545,0.9477,1296,1308,
security-CVE-VarelaVaca2020-2019-8069,130,106,1.6447e-06,130,135,0.0464,0.0596,375,608,
systems_software-BusyBox-Pett2021-2007-11-25_03-15-24,482,515,2.0172e-06,482,997,0.0541,0.1186,48166,3.55e110,
security-CVE-VarelaVaca2020-2011-0054,195,167,1.7621e-06,195,185,0.0746,0.1399,794,724,
systems_software-eb55-Berger2013,1271,3882,1.9763e-06,1271,5153,0.9708,Timeout,,,
security-CVE-VarelaVaca2020-2013-1706,388,516,1.7285e-06,388,540,0.2044,0.5785,2075,1780,
systems_software-soletta-Pett2023-2016-05-18_13-36-31,426,1658,1.7006e-06,426,2084,0.0878,3.3574,108142,2.38e44,
security-CVE-VarelaVaca2020-2020-12395,894,1638,1.6913e-06,894,1664,1.211,5.6566,6317,11184,
security-CVE-VarelaVaca2020-2019-10936,376,159,2.0172e-06,376,366,0.4692,0.99,3752,1964,
security-CVE-VarelaVaca2020-2016-5270,360,894,2.1551e-06,360,914,0.324,1.305,1888,5820,
security-CVE-VarelaVaca2020-2017-18491,131,1,1.3709e-06,131,15,3.6802,3.5067,247,472,
security-CVE-VarelaVaca2020-2020-11026,546,517,1.8477e-06,546,535,0.7855,5.4917,2210,3044,
systems_software-BusyBox-Pett2021-2009-07-27_02-55-02,594,648,1.4640e-06,594,1242,0.0615,0.0889,9682,7.85e133,
security-CVE-VarelaVaca2020-2008-4062,180,138,1.6093e-06,180,169,0.0547,0.0699,866,624,
security-CVE-VarelaVaca2020-2014-1541,421,573,1.2908e-06,421,595,0.2687,0.7677,2727,1960,
systems_software-lpcmt-Berger2013,1250,3824,1.7229e-06,1250,5074,0.7361,Timeout,,,
security-CVE-VarelaVaca2020-2015-2734,529,688,1.4547e-06,529,733,0.4115,1.1724,2766,2328,
security-CVE-VarelaVaca2020-2019-17232,157,1,1.5199e-06,157,15,6.3653,6.2855,299,576,
security-CVE-VarelaVaca2020-2015-7195,321,556,1.5199e-06,321,572,74.3513,74.2066,974,1292,
security-CVE-VarelaVaca2020-2009-1840,104,86,1.4063e-06,104,100,0.0423,0.0727,287,368,
systems_software-BusyBox-Pett2021-2009-06-17_11-54-52,585,637,1.5311e-06,585,1222,0.0591,0.6541,4669,1.42e132,
security-CVE-VarelaVaca2020-2020-12426,480,1265,1.6950e-06,480,1283,301.7978,301.2353,2353,9020,
security-CVE-VarelaVaca2020-2013-5616,582,664,1.7975e-06,582,732,0.4209,0.901,2581,2740,
systems_software-BusyBox-Pett2021-2008-12-03_18-48-39,572,597,2.0079e-06,572,1169,0.0593,0.1095,22054,1.39e130,
systems_software-eb40-Knüppel2017,1253,890,2.1104e-06,1253,2126,0.6233,Timeout,,,
security-CVE-VarelaVaca2020-2014-4932,109,1,1.4976e-06,109,15,1.8156,1.938,203,384,
security-CVE-VarelaVaca2020-2013-5591,456,578,2.1141e-06,456,606,0.2988,0.6753,2683,2256,
systems_software-soletta-Pett2023-2016-01-21_11-24-25,334,1096,1.8720e-06,334,1430,0.0557,0.0878,30494,1.17e39,
security-CVE-VarelaVaca2020-2009-1303,225,187,1.6075e-06,225,209,0.0718,0.0864,1013,848,
systems_software-BusyBox-Pett2021-2010-03-26_13-13-24,626,687,1.5423e-06,626,1313,0.0673,0.8841,11372,3.39e140,
systems_software-BusyBox-Pett2021-2007-06-17_19-09-05,452,477,1.7025e-06,452,929,0.0509,0.0783,21090,1.58e104,
systems_software-soletta-Pett2023-2016-04-01_16-25-58,385,1286,1.8403e-06,385,1671,0.0716,0.1799,55745,1.99e40,
systems_software-aeb-Knüppel2017,1226,875,1.4789e-06,1226,2084,0.8639,Timeout,,,
systems_software-BusyBox-Pett2021-2009-03-08_09-30-56,576,616,1.8384e-06,576,1192,0.0645,0.1802,92606,3.10e130,
security-CVE-VarelaVaca2020-2010-0160,163,135,1.4268e-06,163,153,0.0577,0.0958,558,596,
systems_software-BusyBox-Pett2021-2009-02-03_23-59-41,576,617,1.6633e-06,576,1193,0.0608,0.1328,41640,4.13e130,
security-CVE-VarelaVaca2020-2017-18515,135,1,1.3728e-06,135,15,4.1442,4.0577,255,488,
systems_software-soletta-Pett2023-2016-05-10_16-53-29,414,1622,1.9465e-06,414,2036,0.1049,2.8311,184474,5.03e43,
security-CVE-VarelaVaca2020-2011-0080,206,137,1.8496e-06,206,157,0.065,0.0702,608,816,
systems_software-soletta-Pett2023-2015-09-09_18-04-01,250,754,1.6913e-06,250,1004,0.0421,0.0515,2847,2.30e31,
security-CVE-VarelaVaca2020-2019-20041,531,507,1.5702e-06,531,521,460.2445,455.4793,1643,3000,
systems_software-BusyBox-Pett2021-2007-06-12_22-04-57,449,474,1.9129e-06,449,923,0.0479,0.0859,33707,2.25e103,
security-CVE-VarelaVaca2020-2013-0748,536,581,1.4603e-06,536,644,0.3074,0.4839,4007,2424,
systems_software-sparc_leon-Berger2013,1169,2972,1.4994e-06,1169,4141,0.6117,Timeout,,,
security-CVE-VarelaVaca2020-2008-5506,103,65,1.7788e-06,103,96,0.0303,0.0229,431,296,
security-CVE-VarelaVaca2020-2013-2702,141,127,1.6596e-06,141,143,4.2502,4.4342,268,504,
security-CVE-VarelaVaca2020-2014-1523,592,678,1.6559e-06,592,741,0.4492,0.8656,3102,2832,
systems_software-BusyBox-Pett2021-2009-09-04_02-21-13,597,650,1.8068e-06,597,1247,0.0583,0.1938,82341,1.79e134,
systems_software-soletta-Pett2023-2015-11-18_16-37-18,309,995,2.3395e-06,309,1304,0.0501,0.0716,18103,1.82e36,
systems_software-m5272c3-Knüppel2017,1336,877,1.3374e-06,1336,2196,0.551,Timeout,,,
systems_software-uClibc-Pett2023-2018-06-10_06-35-18,234,1560,1.9912e-06,234,1794,0.0979,0.1795,16529,2.89e25,
systems_software-pati-Berger2013,1249,3266,1.5013e-06,1249,4515,0.5759,Timeout,,,
security-CVE-VarelaVaca2020-2019-11758,861,1575,1.4324e-06,861,1601,1.1041,4.9737,5470,11052,
systems_software-soletta-Pett2023-2016-04-04_17-06-14,385,1281,1.4715e-06,385,1666,0.061,0.168,69095,1.99e40,
security-CVE-VarelaVaca2020-2015-7197,331,557,1.4938e-06,331,575,0.2519,0.9764,1445,1324,
security-CVE-VarelaVaca2020-2013-0760,515,576,1.8515e-06,515,628,0.2722,0.4932,3088,2384,
security-CVE-VarelaVaca2020-2020-13865,293,467,1.3839e-06,293,485,55.5909,54.8882,1092,1448,
security-CVE-VarelaVaca2020-2016-10884,103,1,1.6689e-06,103,15,1.5274,1.6354,191,360,
systems_software-mac7100evb-Berger2013,1235,3770,2.0452e-06,1235,5005,0.8092,Timeout,,,
security-CVE-VarelaVaca2020-2015-7201,350,810,1.6727e-06,350,839,0.2969,1.0294,2331,5744,
systems_software-BusyBox-Pett2021-2008-02-24_22-45-04,551,585,1.7155e-06,551,1136,0.0548,0.091,61044,3.66e127,
systems_software-cq7750-Berger2013,1268,3173,1.7677e-06,1268,4441,0.5983,Timeout,,,
systems_software-BusyBox-Pett2021-2007-11-14_10-18-33,476,512,1.4715e-06,476,988,0.0506,0.079,22890,2.23e109,
security-CVE-VarelaVaca2020-2020-6815,473,1244,1.4845e-06,473,1262,281.5361,283.0236,2228,8992,
security-CVE-VarelaVaca2020-2019-15329,183,1,1.4696e-06,183,15,11.065,11.3291,351,680,
security-CVE-VarelaVaca2020-2013-1684,384,514,1.8049e-06,384,538,0.2065,0.5874,2359,1760,
systems_software-FreeBSD-AlHajjaji2019-8.0.0,1397,14295,2.0266e-06,1397,15692,43.352,Timeout,,,
systems_software-soletta-Pett2023-2015-11-23_14-58-51,310,998,2.3190e-06,310,1308,0.0519,0.0998,39451,3.63e36,
security-CVE-VarelaVaca2020-2011-3661,126,76,1.6466e-06,126,96,0.0419,0.0572,501,492,
security-CVE-VarelaVaca2020-2009-3010,150,115,1.3560e-06,150,135,0.0579,0.0956,630,524,
security-CVE-VarelaVaca2020-2015-3421,171,1,1.2927e-06,171,15,8.3944,8.6607,327,632,
systems_software-frv400-Berger2013,1239,3096,1.4640e-06,1239,4335,0.5268,Timeout,,,
security-CVE-VarelaVaca2020-2012-4188,488,532,1.8477e-06,488,593,0.2653,0.4154,3655,2164,
systems_software-adderII-Knüppel2017,1289,890,1.5516e-06,1289,2162,0.7773,Timeout,,,
security-CVE-VarelaVaca2020-2016-2813,340,1116,1.2890e-06,340,1138,85.2073,85.2749,1587,10356,
systems_software-BusyBox-Pett2021-2009-01-31_14-22-24,575,613,1.9353e-06,575,1188,0.0586,0.1125,44121,4.13e130,
security-CVE-VarelaVaca2020-2016-1978,426,822,1.6484e-06,426,842,0.3457,1.2272,2021,6084,
security-CVE-VarelaVaca2020-2012-2399,109,87,1.4789e-06,109,101,1.3331,1.396,379,764,
security-CVE-VarelaVaca2020-2013-1714,460,569,1.7248e-06,460,597,0.2703,0.6186,2346,2368,
systems_software-soletta-Pett2023-2015-12-28_13-48-28,326,1076,1.4324e-06,326,1402,0.057,0.0824,14317,3.30e37,
security-CVE-VarelaVaca2020-2014-1574,284,468,1.9129e-06,284,488,0.1958,0.6249,1388,1128,
systems_software-BusyBox-Pett2021-2008-06-02_18-59-16,547,590,1.4473e-06,547,1137,0.0553,0.0778,3795,6.22e125,
security-CVE-VarelaVaca2020-2013-7479,125,104,1.5106e-06,125,120,2.3679,2.4146,390,448,
security-CVE-VarelaVaca2020-2015-4475,336,550,1.6559e-06,336,577,0.2718,1.0503,1463,1304,
systems_software-BusyBox-Pett2021-2009-10-27_17-34-36,602,657,1.1977e-06,602,1259,0.065,4.45,2763,2.79e135,
security-CVE-VarelaVaca2020-2016-5255,350,881,1.4901e-06,350,899,99.5591,99.9447,1243,5788,
systems_software-BusyBox-Pett2021-2008-04-13_08-20-00,537,566,1.7267e-06,537,1103,0.055,0.0999,20997,2.30e124,
security-CVE-VarelaVaca2020-2015-4515,321,556,1.8124e-06,321,572,73.6621,73.92,973,1292,
security-CVE-VarelaVaca2020-2010-0174,248,207,1.7043e-06,248,229,0.081,0.1416,962,960,
systems_software-csb281-Knüppel2017,1246,871,2.4717e-06,1246,2100,0.8135,Timeout,,,
security-CVE-VarelaVaca2020-2015-7221,339,809,1.2685e-06,339,836,0.3175,1.0088,2235,5708,
security-CVE-VarelaVaca2020-2013-7478,133,112,1.8328e-06,133,128,2.9633,3.1049,418,480,
security-CVE-VarelaVaca2020-2015-2213,303,281,1.6019e-06,303,295,65.3662,66.3868,1063,1760,
security-CVE-VarelaVaca2020-2010-1728,120,149,1.4845e-06,120,168,1.2962,1.4208,482,1088,
security-CVE-VarelaVaca2020-2015-2724,528,689,1.3970e-06,528,732,0.4392,1.2061,4063,2328,
security-CVE-VarelaVaca2020-2015-2737,529,688,2.0266e-06,529,733,0.448,1.2114,2639,2328,
security-CVE-VarelaVaca2020-2013-1696,238,398,1.4696e-06,238,414,21.467,21.8795,709,928,
security-CVE-VarelaVaca2020-2014-8631,395,568,1.4622e-06,395,588,0.2424,0.8447,1666,1936,
security-CVE-VarelaVaca2020-2016-4826,115,1,1.7360e-06,115,15,2.3255,2.3476,215,408,
security-CVE-VarelaVaca2020-2019-9789,442,1151,1.6652e-06,442,1169,222.6902,225.6366,2597,8868,
systems_software-BusyBox-Pett2021-2008-11-10_18-52-35,569,593,1.5348e-06,569,1162,0.0622,0.7597,3363,3.88e129,
systems_software-uClibc-Pett2023-2013-11-06_22-21-59,242,1334,1.4771e-06,242,1576,0.0842,0.1272,9398,2.18e29,
security-CVE-VarelaVaca2020-2015-4476,322,797,1.7248e-06,322,817,70.3212,70.5886,1397,5404,
systems_software-cme555-Berger2013,1267,3167,1.6969e-06,1267,4434,0.5362,Timeout,,,
systems_software-BusyBox-Pett2021-2009-11-27_02-35-15,608,667,1.6913e-06,608,1275,0.0626,1.1919,5167,3.94e136,
systems_software-soletta-Pett2023-2015-06-29_16-29-46,114,198,1.6447e-06,114,312,0.021,0.0245,423,6.03e16,
security-CVE-VarelaVaca2020-2017-6753,112,20,2.1122e-06,112,70,0.0475,0.0479,341,252,
security-CVE-VarelaVaca2020-2013-1717,460,569,1.3765e-06,460,597,0.2549,0.5775,2450,2368,
